PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink
171,C0857027,Feeling Sick,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0863093,cold symptoms,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0948873,flu symptoms,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0009443,Common Cold,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0021400,Influenza,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0041912,Upper Respiratory Infections,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,,,,,,,C0227230,Body of stomach,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,,,C1320374,Chemical restraint (procedure),,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,,,C0376547,Aromatherapy,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
171,,,C1879737,Aromatherapy and Essential Oils,,,,,https://patient.info//forums/discuss/post-covid-odd-smells-and-tastes-753797
172,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,,,,,C0015392,Eye,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,,,,,C0018787,Heart,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,C0062074,HAC protocol,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0027424,Nasal congestion (finding),,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,,,,,C0227230,Body of stomach,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,,,,,C0018787,Heart,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C1321587,Breathing abnormally deep,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,,,,,C1184743,bony process,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,,,,,C0229983,Body organ structure,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,,,C0472888,McKeown esophagectomy,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
172,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/elevated-heart-rate-with-possible-covid-dangerous--755416
173,C0021313,Infection of kidney,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0034186,Pyelonephritis,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0039070,Syncope,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,,,,,,,C0018787,Heart,https://patient.info//forums/discuss/kidney-infection-755255
173,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0234238,Ache,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,,,,,,,C0035561,Bone structure of rib,https://patient.info//forums/discuss/kidney-infection-755255
173,C0004604,Back Pain,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,,,,,,,C1552158,Supernumerary mandibular right central primary incisor,https://patient.info//forums/discuss/kidney-infection-755255
173,,,C0338297,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
173,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/kidney-infection-755255
174,,,,,,,C0006104,Brain,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0015230,Exanthema,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0848332,Spots on skin,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0741585,BODY ACHE,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,,,C0452240,Physical therapy exercises,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,,,,,,,C0016504,Foot,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
174,,,,,,,C0006104,Brain,https://patient.info//forums/discuss/mom-positive-with-covid-brain-fog-memory-issues-750695
175,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0741585,BODY ACHE,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C3714552,Weakness,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0848168,out (of) breath,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,,,C4554334,IVE Regimen,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,,,C3275067,Cardiac Lead Procedure,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
175,C4761612,Clonal Hematopoiesis of Indeterminate Potential,,,,,,,https://patient.info//forums/discuss/dizziness-and-body-aches-help--754367
176,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0042109,Urticaria,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0221232,Welts,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0024902,Mastodynia,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0003811,Cardiac Arrhythmia,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,,,C4554334,IVE Regimen,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,,,,,,,C1140621,Leg,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,,,,,,,C0023216,Lower Extremity,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0741585,BODY ACHE,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,,,,,,,C0458827,Airway structure,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0233407,Disorientation,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C4761612,Clonal Hematopoiesis of Indeterminate Potential,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0012833,Dizziness,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,C0042571,Vertigo,,,,,,,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
176,,,,,,,C0018787,Heart,https://patient.info//forums/discuss/10-months-after-having-covid-and-still-ill-752301
177,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0004095,Asthenopia,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0438716,Chest pressure,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,C1522704,Exercise Pain Management,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C1140621,Leg,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C2364082,Sense of smell impaired,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0040822,Tremor,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C3257980,Other symptoms,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0423618,Throbbing Headache,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0003862,Arthralgia,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C4083049,Muscle (organ),https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C0031354,Pharyngeal structure,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C3665375,Throat,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C0015392,Eye,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0234238,Ache,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C0015392,Eye,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0031350,Pharyngitis,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0242429,Sore Throat,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C1442877,Sore skin,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0234233,Sore to touch,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C0031354,Pharyngeal structure,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0578687,Sore eye,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,,,,,,,C3665375,Throat,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
177,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/tested-negative-but-post-test-symptoms-got-worse-755304
178,C0234238,Ache,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0152227,Excessive tearing,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C3257803,Watery eyes,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,,,,,C0015392,Eye,https://patient.info//forums/discuss/just-tested-positive-754268
178,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0238990,Acute lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0149725,Lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,,,,,C0423866,Lanugo,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,,,,,C0015392,Eye,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0085624,Burning sensation,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,,,,,C0028429,Nose,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0037088,Signs and Symptoms,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0206750,Coronavirus Infections,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0238990,Acute lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0149725,Lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0010200,Coughing,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,C0588436,Self Monitoring,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0009450,Communicable Diseases,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0796085,Nance-Horan syndrome,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,,,,,C0028429,Nose,https://patient.info//forums/discuss/just-tested-positive-754268
178,C1260880,Rhinorrhea,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0037383,Sneezing,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0018681,Headache,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,,,,,C0227716,Neck of urinary bladder,https://patient.info//forums/discuss/just-tested-positive-754268
178,C1442877,Sore skin,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,C0234233,Sore to touch,,,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
178,,,C4553655,SMILE Regimen,,,,,https://patient.info//forums/discuss/just-tested-positive-754268
179,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C0221423,Illness (finding),,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C5203670,COVID-19,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,,,,,,,C0006104,Brain,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C0015967,Fever,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,,,,,,,C0006104,Brain,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C0011847,Diabetes,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C0011849,Diabetes Mellitus,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,C0020538,Hypertensive disease,,,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
179,,,C0087111,Therapeutic procedure,,,,,https://patient.info//forums/discuss/i-have-mental-disorder-after-covid-19-for-first-time-is-anyone-had-the-same-and-how-can-l-help-myself--755053
180,C0857027,Feeling Sick,,,,,,,https://patient.info//forums/discuss/feeling-sick-and-shakes-after-eating-755216
180,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/feeling-sick-and-shakes-after-eating-755216
180,C0221423,Illness (finding),,,,,,,https://patient.info//forums/discuss/feeling-sick-and-shakes-after-eating-755216
180,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/feeling-sick-and-shakes-after-eating-755216
180,C0009806,Constipation,,,,,,,https://patient.info//forums/discuss/feeling-sick-and-shakes-after-eating-755216
181,C0008031,Chest Pain,,,,,,,https://patient.info//forums/discuss/chest-pains-755192
181,,,C4554334,IVE Regimen,,,,,https://patient.info//forums/discuss/chest-pains-755192
181,C0008031,Chest Pain,,,,,,,https://patient.info//forums/discuss/chest-pains-755192
181,,,C0472888,McKeown esophagectomy,,,,,https://patient.info//forums/discuss/chest-pains-755192
181,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/chest-pains-755192
182,C0017168,Gastroesophageal reflux disease,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0031354,Pharyngeal structure,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C3665375,Throat,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1442877,Sore skin,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0234233,Sore to touch,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0018834,Heartburn,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0038351,Stomach,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0085624,Burning sensation,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0027497,Nausea,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0221512,Stomach ache,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0003123,Anorexia,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1443924,Severe diarrhea,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0004135,Ataxia Telangiectasia,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C4724036,Thoracic Epidural Analgesia,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C0152060,Transection (procedure),,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0011991,Diarrhea,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0030193,Pain,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0342895,Fish-Eye Disease,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0231218,Malaise,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1856053,Hydranencephaly with Renal Aplasia-Dysplasia,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C0338297,Etoposide/Ifosfamide/Mesna/Mitoxantrone,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0238990,Acute lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0149725,Lower respiratory tract infection,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1291077,Abdominal bloating,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0014724,Eructation,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C1457887,Symptoms,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0013404,Dyspnea,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C0038351,Stomach,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C3714551,Stomach structure,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C1306232,Severing,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0017168,Gastroesophageal reflux disease,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0018834,Heartburn,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0000737,Abdominal Pain,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0221512,Stomach ache,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0018834,Heartburn,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C0204727,Isolation procedure,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0239849,Harlequin Fetus,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,C0301571,Liquid diet,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C0015672,Fatigue,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,,,,,,,C1186983,anatomic valve,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
182,C3489393,Hiatal Hernia,,,,,,,https://patient.info//forums/discuss/anyone-get-terrible-acid-reflux-after-having-covid--750660
