,PostNumber,SymptomId,SymptomName,TreatmentId,TreatmentName,DrugId,DrugName,BodypartId,BodypartName,PostLink,Author
1692,54,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1693,54,C0004096,Asthma,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1694,54,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1695,54,C0004096,Asthma,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1696,54,C0004096,Asthma,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1697,54,C0239313,exercise induced,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1698,54,,,,,,,C0031354,Pharyngeal structure,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1699,54,,,,,,,C3665375,Throat,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1700,54,,,,,,,C0227716,Neck of urinary bladder,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1701,54,C0004096,Asthma,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1702,54,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1703,54,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1704,54,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1705,54,C0004096,Asthma,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1706,54,,,,,,,C4083049,Muscle (organ),https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1707,54,C0024117,Chronic Obstructive Airway Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1708,54,C3714496,Chronic obstructive pulmonary disease of horses,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1709,54,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1710,54,C0019247,Hereditary Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1711,54,C0004135,Ataxia Telangiectasia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1712,54,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1713,54,C0231807,Dyspnea on exertion,,,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1714,54,,,C1519433,Special Diet Therapy,,,,,https://www.medhelp.org/posts/Coronavirus/Is-it-too-risky-for-me-to-get-back-to-in-person-teaching-See-details-below/show/3057188,author_25
1715,55,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1716,55,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1717,55,,,C4283938,Open Surgical Procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1718,55,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1719,55,,,C0062074,HAC protocol,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1720,55,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1721,55,,,C0062074,HAC protocol,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1722,55,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1723,55,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1724,55,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1725,55,,,C1533734,Administration procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1726,55,,,C0087111,Therapeutic procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1727,55,,,C0062074,HAC protocol,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1728,55,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1729,55,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1730,55,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1731,55,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1732,55,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1733,55,C0011847,Diabetes,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1734,55,C0011849,Diabetes Mellitus,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1735,55,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1736,55,,,C4283938,Open Surgical Procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1737,55,C0011847,Diabetes,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1738,55,C0011849,Diabetes Mellitus,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1739,55,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1740,55,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1741,55,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1742,55,,,C4319952,Change -- procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1743,55,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1744,55,,,C0034386,Quarantine,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1745,55,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1746,55,C3714506,Meckel syndrome type 1,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1747,55,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1748,55,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1749,55,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1750,55,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1751,55,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1752,55,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1753,55,,,,,,,C0227972,Structure of median lobe of prostate,https://www.medhelp.org/posts/Coronavirus/Can-coronavirus-really-stay-infectious-in-the-air-for-3-hours/show/3057500,author_174
1754,56,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1755,56,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1756,56,,,,,,,C0028429,Nose,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1757,56,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1758,56,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1759,56,C0027769,Nervousness,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1760,56,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1761,56,,,,,,,C0423866,Lanugo,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1762,56,C0037383,Sneezing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1763,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1764,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1765,56,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1766,56,,,C0679698,disease prevention,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1767,56,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1768,56,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1769,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1770,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1771,56,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1772,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1773,56,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1774,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1775,56,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1776,56,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1777,56,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1778,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1779,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1780,56,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1781,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1782,56,,,,,,,C0227230,Body of stomach,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1783,56,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1784,56,C3542022,"SHORT STATURE, ONYCHODYSPLASIA, FACIAL DYSMORPHISM, AND HYPOTRICHOSIS SYNDROME",,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1785,56,C0037383,Sneezing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1786,56,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1787,56,C0231617,Catch - Finding of sensory dimension of pain,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1788,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1789,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1790,56,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1791,56,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1792,56,,,,,,,C0024109,Lung,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1793,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1794,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1795,56,C0041912,Upper Respiratory Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1796,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1797,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1798,56,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1799,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1800,56,,,C1318464,Occupational therapy regime,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1801,56,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1802,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1803,56,C0206750,Coronavirus Infections,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1804,56,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1805,56,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1806,56,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1807,56,,,C0062074,HAC protocol,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1808,56,,,,,,,C0018563,Hand,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1809,56,C0272285,Heparin-induced thrombocytopenia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1810,56,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1811,56,C2076600,Influenza due to Influenza A virus subtype H1N1,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1812,56,C0009443,Common Cold,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1813,56,,,C4283938,Open Surgical Procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1814,56,,,C0021485,Injection of therapeutic agent,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1815,56,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1816,56,,,C0392970,Doxorubicin/Docetaxel Regimen,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1817,56,,,C4319952,Change -- procedure,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1818,56,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1819,56,C3714552,Weakness,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1820,56,C4522181,Brachial Amyotrophic Diplegia,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid19-Surface-Transmission/show/3058064,author_141
1821,57,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1822,57,C0010200,Coughing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1823,57,C0231218,Malaise,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1824,57,C1457887,Symptoms,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1825,57,C0037383,Sneezing,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1826,57,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1827,57,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1828,57,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1829,57,,,,,,,C0028429,Nose,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1830,57,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1831,57,C0425481,Sighing respiration,,,,,,,https://www.medhelp.org/posts/Coronavirus/Chances-of-covid-from-healthcare-worker-who-pulled-mask-below-nose/show/3057638,author_130
1832,58,C2676739,Chromosome 2q32-Q33 Deletion Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/LITERALLY-BUMPING-INTO-SOMEONE---ANY-REAL-RISK/show/3057885,author_174
1833,58,,,,,,,C0016504,Foot,https://www.medhelp.org/posts/Coronavirus/LITERALLY-BUMPING-INTO-SOMEONE---ANY-REAL-RISK/show/3057885,author_174
1834,58,,,C0472888,McKeown esophagectomy,,,,,https://www.medhelp.org/posts/Coronavirus/LITERALLY-BUMPING-INTO-SOMEONE---ANY-REAL-RISK/show/3057885,author_174
1835,58,C0043194,Wiskott-Aldrich Syndrome,,,,,,,https://www.medhelp.org/posts/Coronavirus/LITERALLY-BUMPING-INTO-SOMEONE---ANY-REAL-RISK/show/3057885,author_174
1836,58,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/LITERALLY-BUMPING-INTO-SOMEONE---ANY-REAL-RISK/show/3057885,author_174
1837,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1838,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1839,59,C0019163,Hepatitis B,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1840,59,C0221423,Illness (finding),,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1841,59,C0034494,Rabies (disorder),,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1842,59,C0039614,Tetanus,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1843,59,C5203670,COVID-19,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1844,59,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1845,59,C0009450,Communicable Diseases,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1846,59,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1847,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1848,59,C0012634,Disease,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1849,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1850,59,,,C0199848,Coronavirus vaccination,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1851,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1852,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1853,59,,,,,,,C0815353,Male external urethral sphincter,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1854,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1855,59,C4048158,Convulsions,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1856,59,C0036572,Seizures,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1857,59,C0231807,Dyspnea on exertion,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1858,59,C0272238,Transient hypogammaglobulinemia of infancy,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1859,59,C0021400,Influenza,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1860,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1861,59,,,C3687832,Drugs - dental services,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1862,59,C0028754,Obesity,,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1863,59,,,C0062074,HAC protocol,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
1864,59,C3280240,"MICROCEPHALY, EPILEPSY, AND DIABETES SYNDROME",,,,,,,https://www.medhelp.org/posts/Coronavirus/Covid-vaccine-efficacy-on-obese-people--/show/3057283,author_107
